Traffic Volume,Service Type,Transverse Index of BS,Longitudinal Index of BS,Distance between BS and User,Elevation between BS and Satellite,Index of Satellite,Velocity of User,Latitude of User,Longitude of User,Course,Turn angle,Overall speed,Accelerated velocity,Sinuosity,Flag,Longitude,Latitude
22.02081952,1,10,42,712.5553518,1.854181147,6,0.056466463,1024.304503,373.4798001,1.439057728,0,203.2792658,0,1,1,114.2947082,38.10878454
20,1,10,42,608.2854966,2.52379956,7,0.056466463,1024.695407,376.4298871,1.439057728,0,203.2792658,0,1,1,114.3033704,38.13531531
18.37346297,1,10,42,423.3200755,2.218203189,8,0.056466463,1025.686352,383.9083767,1.439057728,0,203.2792658,0,1,1,114.3253431,38.20257098
252.2957404,3,10,42,491.0721963,2.553774416,7,0.056466463,1028.354312,404.0430066,1.439057728,0,203.2792658,0,1,1,114.3846027,38.38364606
35.54974024,2,10,42,540.4252146,2.57184003,7,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
246.2444104,3,10,42,540.4252146,2.009794239,6,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
269.6234061,3,10,42,540.4252146,2.57467154,7,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
256.1771758,3,10,42,540.4252146,2.052356095,8,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
21.57383683,1,10,42,540.4252146,2.019733957,8,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
232.5896047,3,10,42,540.4252146,1.991166901,8,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
241.98221,3,10,42,540.4252146,2.133573243,6,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
268.4861107,3,10,42,540.4252146,2.154578773,6,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
40.266681,2,10,42,540.4252146,1.886764152,8,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
23.0444276,1,10,42,540.4252146,1.851382262,8,0.017859074,1028.607788,405.9559419,0,0,0,0,1,1,114.3902405,38.4008495
