Traffic Volume,Service Type,Transverse Index of BS,Longitudinal Index of BS,Distance between BS and User,Elevation between BS and Satellite,Index of Satellite,Velocity of User,Latitude of User,Longitude of User,Course,Turn angle,Overall speed,Accelerated velocity,Sinuosity,Flag,Longitude,Latitude
130.334619229263,3,19,37,146.9026836889,2.57295352157711,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
141.377736250379,3,19,37,146.9026836889,2.57882675272378,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
137.157675084676,3,19,37,146.9026836889,1.92592093930726,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
22.1152375496767,1,19,37,146.9026836889,2.19321259144564,8,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
127.972106127767,3,19,37,146.9026836889,2.62705783647444,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
137.48533066128,3,19,37,146.9026836889,2.63561487905888,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
218.126906088555,2,19,37,146.9026836889,2.03684163997052,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
20.989381140765,1,19,37,146.9026836889,2.64054633249354,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
144.980500917605,3,19,37,146.9026836889,2.63538363790802,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
136.595989769504,3,19,37,146.9026836889,2.62345285107648,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
124.616998686887,3,19,37,146.9026836889,1.9190120111217,8,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
23.6912207908433,1,19,37,146.9026836889,2.26844655488735,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
124.662080031371,3,19,37,146.9026836889,2.57918622751451,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
88.4762861316407,3,19,37,146.9026836889,2.29492403928124,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
129.372812209161,3,19,37,146.9026836889,2.29568979307008,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
124.745727841729,3,19,37,146.9026836889,2.54422703094519,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
140.842339870985,3,19,37,146.9026836889,1.79542951956957,8,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
20.6697706121073,1,19,37,146.9026836889,2.5137796259346,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
21.2355302612115,1,19,37,146.9026836889,2.48862617977061,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
24.1073367455312,1,19,37,146.9026836889,2.46750426047825,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
17.9659351802538,1,19,37,146.9026836889,2.44655118176002,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
142.843610712212,3,19,37,146.9026836889,1.71337542625045,5,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
122.071024899572,2,19,37,146.9026836889,1.6555635932595,8,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
100.930423657354,2,19,37,146.9026836889,2.40711847728166,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
145.182313476068,3,19,37,146.9026836889,1.76476728677616,5,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
141.799464755788,3,19,37,146.9026836889,2.35395754642747,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
17.5700363592171,1,19,37,146.9026836889,2.55451943184711,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
106.372084388995,2,19,37,146.9026836889,2.55958958474138,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
19.3477164580926,1,19,37,146.9026836889,2.57047276094195,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
141.549842202235,3,19,37,146.9026836889,2.25433714222647,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
23.493377360869,1,19,37,146.9026836889,2.23935469138143,7,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
98.9048885764023,3,19,37,146.9026836889,2.60221585667829,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
123.79618783498,3,19,37,146.9026836889,2.61171734430298,6,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
132.313662436145,3,19,37,146.9026836889,2.39818331598106,8,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
20.4447461675121,1,19,37,146.9026836889,2.39130457912006,8,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,0,1,1,111.297151033947,35.6211621766211
156.174000113034,3,19,37,146.9026836889,1.96381264177824,5,0.017959079704403,790.108529585906,96.8688143248958,0,0,0,1.22410324597921,1,1,111.297151033947,35.6211621766211
23.4979271360748,1,19,37,198.436907482119,2.6328135902218,6,0.017959079704403,793.02748462052,98.5937413003503,0.533731021576758,0,57.3494780271017,0.0343141716069969,1,1,111.331533849742,35.6366748175977
140.899548801685,3,19,37,292.995650984965,2.32483404392752,8,0.017959079704403,796.606290652221,100.708600553335,0.533731021576747,0,64.6526869358508,0,1,1,111.373708065861,35.6556942037945
36.8852589116672,2,18,37,346.218706957584,2.08782203207162,7,0.017959079704403,800.28226503421,102.88088046083,0.533731021576741,0,64.6526869358513,0,1,1,111.417049048369,35.6752299863437
465.865248038693,2,18,37,397.476257962924,2.64013017996008,6,0.017959079704403,806.050722582965,106.289692146731,0.533731021576745,0,64.6526869358512,0,1,1,111.485105429657,35.7058861663401
152.510720195869,3,18,37,410.278126971898,2.23740658031977,8,0.017959079704403,806.776146073213,106.718373826345,0.533731021576774,0,64.6526869358475,0,1,1,111.493667822747,35.7097413933054
148.501506306381,3,18,37,440.066459132838,2.63689227093544,6,0.017959079704403,808.223645212201,107.573758812472,0.533731021576742,0,64.6526869358512,0,1,1,111.510755651726,35.7174340552995
20.3042811537167,1,18,37,612.259274074341,2.18544102116414,5,0.017959079704403,813.92163315034,110.940927194225,0.533731021576751,0,64.6526869358503,0,1,1,111.578053916899,35.7477157280642
223.035396771821,2,18,37,663.233889724467,2.19741835884927,5,0.017959079704403,815.207487559245,111.700789860872,0.53373102157675,0,64.652686935851,0,1,1,111.59324829653,35.7545493372007
19.9549018565336,1,18,37,687.497565960498,2.20277203037247,5,0.017959079704403,815.78308240603,112.04093181797,0.533731021576742,0,64.6526869358494,0,1,1,111.600050720808,35.7576083073117
149.190945421349,3,18,38,402.414509548074,2.25038421647131,5,0.017959079704403,821.597337354076,115.476807014101,0.53373102157675,0,64.6526869358506,0,1,1,111.668794253636,35.7885078753029
132.940271994829,3,18,38,304.505176210567,2.07179917752917,8,0.017959079704403,824.040681377604,116.920676469615,0.533731021576737,0,64.6526869358518,0,1,1,111.697698992222,35.8014929052776
165.416230303746,3,18,38,199.9315923075,1.8331991144642,7,0.017959079704403,827.265893478071,118.826582962757,0.533731021576742,0,64.6526869358513,0,1,1,111.735868094169,35.818633134159
23.6849682569087,1,18,38,86.9669809028694,2.51220323547591,6,0.017959079704403,832.719299035752,122.049217858803,0.533731021576757,0,64.6526869358499,0,1,1,111.800445475676,35.847614986059
20.1168825222052,1,18,38,280.174800348603,2.49241354968767,5,0.017959079704403,850.619090718877,132.626918838469,0.533731021576745,0,64.652686935851,0,1,1,112.01274876084,35.9427425363787
216.734616799371,2,18,38,340.531557752578,1.81062302689388,8,0.017959079704403,852.244326973656,133.587335776761,0.53373102157677,0,64.6526869358483,0,1,1,112.032050941615,35.9513797734116
117.793201544139,3,17,38,498.378099829883,1.80592092573764,4,0.017959079704403,856.48532546637,136.093510971718,0.533731021576741,0,64.6526869358516,0,1,1,112.082439559332,35.973918348422
12.4144976889528,1,17,38,589.2209281315,2.55958591880021,5,0.017959079704403,861.631919648961,139.134838786637,0.533731021576754,0,64.6526869358502,0,1,1,112.143627138813,36.0012696665684
28.0746005560214,2,17,38,629.137728600233,2.56776341080654,5,0.017959079704403,863.131526453276,140.02101627093,0.533731021576756,0,64.6526869358491,0,1,1,112.161463989779,36.0092392521515
462.589108655933,2,17,38,664.589730280351,2.57386398420505,5,0.017959079704403,864.304499711611,140.714172962553,0.533731021576748,0,64.652686935852,0,1,1,112.175418296319,36.0154729600421
115.249686079927,3,17,38,701.85334427109,1.88798950419381,4,0.017959079704403,865.422998916704,141.375138762988,0.533731021576718,0,64.6526869358518,0,1,1,112.188726635633,36.0214171682931
16.3274504572926,2,17,38,714.475517651725,2.43839946079161,7,0.017959079704403,865.780495111111,141.586397525814,0.533731021576806,0,64.6526869358435,0,1,1,112.192980693836,36.0233170639916
471.646016243718,2,17,38,743.458228402687,2.58485883763593,5,0.017959079704403,866.566986617595,142.0511667324,0.53373102157675,0,64.6526869358521,0,1,1,112.202340352285,36.0274968338841
44.717806455068,2,17,39,522.875727359479,2.38821441332927,7,0.017959079704403,870.945890537121,144.638835745504,0.533731021576748,0,64.6526869358503,0,1,1,112.254469987082,36.0507683004086
18.3922345878365,1,17,39,328.214866121881,2.15352906716334,6,0.017959079704403,875.120663993799,147.10587592476,0.533731021576736,0,64.6526869358522,0,1,1,112.304198551622,36.0729549257674
181.102988914681,3,17,39,210.765269366165,2.60991328613229,5,0.017959079704403,878.323159228102,148.998358115444,0.533731021576768,0,64.6526869358492,0,1,1,112.342364866417,36.0899744269963
20.3736898896968,1,17,39,126.281343680778,2.30033260630614,7,0.017959079704403,881.305291376582,150.760618967798,0.53373102157673,0,64.6526869358519,0,1,1,112.377919966197,36.1058228195942
220,2,17,39,69.6870695273117,2.6155060832842,5,0.017959079704403,884.05261211039,152.384120387921,0.533731021576747,0,64.6526869358514,0,1,1,112.410688280762,36.1204233186378
11.001639932813,2,17,39,70.6270754967061,2.16271872397383,7,0.017959079704403,896.62874133549,159.815856844953,0.533731021576748,0,64.6526869358506,0,1,1,112.560845193804,36.1872585302908
17.1775555812619,1,17,39,174.874563819049,2.21346071035702,4,0.017959079704403,901.136768330443,162.479829834417,0.533731021576752,0,64.6526869358505,0,1,1,112.614732938741,36.2112162149609
