Traffic Volume,Service Type,Transverse Index of BS,Longitudinal Index of BS,Distance between BS and User,Elevation between BS and Satellite,Index of Satellite,Velocity of User,Latitude of User,Longitude of User,Course,Turn angle,Overall speed,Accelerated velocity,Sinuosity,Flag
10,2,11,42,53.6749942690501,2.4982439388359,7,0.0606426969699844,1038.12441768179,356.964910719716,0,0.881517310705491,0,2127.98272670766,1,1
36.8393433940323,3,4,38,271.30763274684,2.52057160291268,7,0.0142880378246569,853.013271384363,581.5803618374,-0.881517310705491,0,47220.3854055887,0,58212794938.69,3
212.416003364926,2,11,42,53.6749942690501,2.51073654401418,7,0.0606426969699844,1038.12441768179,356.964910719716,-0.881517310705491,0,8096.46629383706,0,1,1
62.3900958455588,3,11,42,53.6749942690501,2.18466142647665,8,0.0606426969699844,1038.12441768179,356.964910719716,0,0,0,0,1,1
226.869891600076,2,11,42,53.6749942690501,1.9365732701983,6,0.0606426969699844,1038.12441768179,356.964910719716,0,0,0,0,1,1
2.25026644264336,3,11,42,53.6749942690501,2.13730477599637,8,0.0606426969699844,1038.12441768179,356.964910719716,0,0.881517310705491,0,16.715366766727,1,1
47.4277007346044,3,4,38,271.30763274684,2.14748474896788,8,0.0142880378246569,853.013271384363,581.5803618374,-0.881517310705491,0,3158.97005472468,5.31124496882748,58212794938.69,3
23.3014052800343,3,11,42,53.6749942690501,2.57506573946469,7,0.0606426969699844,1038.12441768179,356.964910719716,-0.881517310705491,0,4920.70991293809,0,1,1
41.966903005099,3,11,42,53.6749942690501,2.03482794400191,8,0.0606426969699844,1038.12441768179,356.964910719716,0,0,0,0,1,1
462.053173451504,2,11,42,53.6749942690501,2.57250210005657,7,0.0606426969699844,1038.12441768179,356.964910719716,0,0,0,0,1,1
460.961591922657,2,11,42,53.6749942690501,2.12782795349376,6,0.0606426969699844,1038.12441768179,356.964910719716,0,0,0,0,1,1
88.9010323444669,2,11,42,53.6749942690501,2.56181166298969,7,0.0606426969699844,1038.12441768179,356.964910719716,0,0.881517310705491,0,22.6970871265519,1,1
54.3506377321293,3,4,38,271.30763274684,2.18426695856772,6,0.0142880378246569,853.013271384363,581.5803618374,-0.881517310705491,0.00115471169608883,2773.40692517534,14.2799443775286,799.953703137971,3
